Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
Clean and Quiet room B,Brooklyn,4.7,5146,10,4.5,4.7,4.8,4.5,4.6,5.0,2.0,0,0,0,0,0,0,1,0,1,0
2Bed Apt Near Prospect Park South & Kings Theatre,Brooklyn,5.0,14751,13,4.8,4.9,5.0,4.9,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
"Master room in Bay Ridge, BK",Brooklyn,5.0,6175,4,5.0,4.8,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,1,1,0,1,0
Large Private Bedroom a block from train,Brooklyn,4.74,6998,43,4.8,4.6,4.9,4.8,4.9,4.7,2.0,0,1,0,0,0,0,0,0,1,0
"Apartment ""Inspiration"" near the Ocean!",Brooklyn,4.8,17496,30,4.8,4.7,4.9,4.8,4.8,4.8,3.0,0,1,0,1,0,0,1,1,0,0
Private space in Brooklyn,Brooklyn,4.91,12864,230,4.9,5.0,5.0,4.9,5.0,4.9,2.0,0,1,0,1,0,0,1,0,0,0
Sunset Park. Close to Maimonides hospital,Brooklyn,5.0,5249,7,4.6,5.0,5.0,4.7,5.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0
Coney Island  Amphitheat  MCU 1 br  Wifi Cable **,Brooklyn,4.73,14820,174,4.7,4.8,4.8,4.8,4.8,4.8,3.0,0,1,1,0,0,0,1,0,1,0
Back in Time in Historic Victorian Home,Brooklyn,4.95,8309,164,4.8,4.9,5.0,4.9,5.0,5.0,2.0,0,0,1,0,0,0,1,0,1,0
Cozy 1-bedroom boutique  apartment.,Brooklyn,4.96,25856,51,4.9,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
"Entire House, 3 Bedrooms with Chef's Kitchen",Brooklyn,5.0,36020,4,4.8,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0,1,0,1,0
NiceRoomNiceNeighborhoodCloseMaimonidesHospitaNYUH,Brooklyn,4.92,4014,72,4.7,5.0,5.0,4.8,5.0,4.9,1.0,1,1,1,0,0,1,0,0,0,0
Fully Updated Modern 1 Bedroom Apartment,Brooklyn,4.69,11321,228,4.6,4.8,4.9,4.8,4.7,4.9,3.0,0,1,1,0,0,0,1,0,1,0
COME ONE; COME ALL; TO A PRICE YOU CANNOT REFUSE.,Brooklyn,4.79,6271,38,4.5,4.7,4.9,4.8,4.7,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Hidden Gem Luxury 1BD Condo in Ditmas Park,Brooklyn,4.75,18010,16,5.0,4.8,4.9,4.6,4.6,4.7,2.0,0,0,1,0,0,0,1,0,1,0
PRIVATE BATHROOM inside a cozy room in Brooklyn,Brooklyn,4.84,7410,63,4.4,4.9,4.9,4.9,5.0,4.9,1.0,0,0,1,0,0,0,1,0,1,0
"Cozy 1 bedroom
3 stops to Manhattan",Brooklyn,4.96,18010,23,5.0,5.0,5.0,4.9,4.9,5.0,4.0,0,1,1,0,0,0,1,1,1,0
"A comfortable bedroom in Bensonhurst, Brooklyn",Brooklyn,4.85,9777,20,4.7,5.0,5.0,4.7,5.0,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Cozy spacious studio apartment,Brooklyn,4.31,12298,44,4.3,4.0,4.9,4.3,4.3,4.9,4.0,0,1,1,0,0,0,1,1,0,0
"Home Sweet Home #1Canarsie, Brooklyn, NY",Brooklyn,4.92,5626,12,4.8,4.9,4.8,4.8,4.8,4.9,1.0,0,1,1,0,0,0,0,0,1,0
Miriams Place,Brooklyn,4.87,33962,158,4.6,5.0,5.0,4.7,4.9,4.9,6.0,0,1,1,0,0,0,1,0,0,0
Beautiful Terrace Room,Brooklyn,4.61,4693,72,4.3,4.8,4.8,4.6,4.7,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Comfy Room-Heart of Brighton-Close to the Ocean,Brooklyn,4.6,10189,25,4.8,4.6,4.7,4.7,4.7,4.9,1.0,0,1,0,1,0,0,1,0,1,0
Stylish 2 bedroom apartment with parking,Brooklyn,4.97,20377,60,4.8,4.9,5.0,4.9,5.0,5.0,3.0,0,1,0,1,0,0,1,0,1,0
Cheerful 3BR Townhouse in Flatbush/Ditmas,Brooklyn,5.0,38593,3,4.3,4.3,4.7,5.0,4.7,5.0,5.0,0,1,0,1,0,0,1,0,1,0
PEACEFUL AND MODERN SPACIOUS PRIVATE ROOM,Brooklyn,4.78,5969,45,4.9,4.7,5.0,4.9,4.9,4.8,2.0,0,1,1,0,0,0,1,0,1,0
Private Studio: Landmark Dt (Smart TV/Wifi/Cable),Brooklyn,4.86,14799,180,4.9,4.8,5.0,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Cozy clean big studio apartment close to subway,Brooklyn,4.33,13379,3,3.7,4.7,5.0,4.3,4.7,4.7,2.0,0,1,1,0,0,0,1,0,1,0
Nice quiet 1 Bedroom Brooklyn Apt/Free parking,Brooklyn,4.89,12144,45,4.7,4.9,5.0,4.9,4.9,5.0,2.0,0,0,1,0,0,0,1,0,1,0
stunning pvt room in beautiful apt mins from jfk,Brooklyn,5.0,7647,9,4.6,5.0,5.0,5.0,5.0,5.0,2.0,1,1,1,0,0,0,1,0,1,0
Clean and quiet room A,Brooklyn,4.4,5146,5,4.4,4.0,5.0,4.2,4.6,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Entire basement to yourself!,Brooklyn,4.39,9263,56,4.8,4.2,4.8,4.5,4.5,4.8,3.0,1,1,1,0,0,0,1,0,1,0
Beach lovers Dream Choice  with City Nightlife,Brooklyn,4.5,9263,4,4.8,4.2,4.8,4.5,4.5,4.8,1.0,0,1,0,0,0,0,1,1,1,0
Spacious Sweet Apartment in Boro Park Brooklyn NY,Brooklyn,4.4,9777,5,4.8,4.6,4.4,4.2,4.8,4.4,4.0,0,1,1,0,0,0,1,0,1,0
Lovely 1-bedroom rent unit with free parking,Brooklyn,4.07,6250,15,4.6,3.3,3.9,4.5,4.4,4.3,2.0,1,1,0,1,0,0,1,0,1,0
1940s Brooklyn Town Cottage,Brooklyn,5.0,25729,3,4.7,4.7,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1,0,1,0
Private Bedroom for Rent in Large 2 fl. Apartment.,Brooklyn,4.55,8398,11,4.5,4.2,4.1,4.7,4.9,4.5,2.0,0,1,0,1,0,0,1,0,1,0
Rest Easy in Historic Victorian Home,Brooklyn,4.87,8295,142,4.9,4.9,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Basin Homes,Brooklyn,4.78,9352,219,4.6,4.8,4.8,4.8,4.9,4.9,4.0,1,1,0,1,0,0,1,0,0,0
Family modern townhouse 3 BR 2BA private backyard,Brooklyn,4.79,25008,29,4.8,4.9,5.0,4.7,4.9,4.9,14.0,0,0,1,0,0,0,1,0,1,0
Cozy private room in a two bedroom apartment,Brooklyn,4.87,4940,38,4.5,4.6,5.0,4.9,4.9,5.0,1.0,0,1,0,0,0,0,1,0,1,0
Brooklyn House,Brooklyn,4.49,4734,95,4.4,4.5,4.7,4.6,4.7,4.7,2.0,0,1,0,1,1,0,1,0,0,0
Beautiful bedroom in Ditmas Park!!!,Brooklyn,4.93,11115,70,4.9,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,1,0,1,1,0,0,0
WinterGetaway to a Quiet Area of Brooklyn.,Brooklyn,5.0,12864,3,4.7,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,1,1,0,0,0
Lovely 1- bedroom apartment,Brooklyn,4.21,8199,14,4.6,4.3,4.7,4.2,4.3,4.7,2.0,1,0,1,0,0,0,1,0,0,0
Private room in bk modern guest suite mins frm JFK,Brooklyn,4.8,7602,10,4.6,4.9,5.0,4.7,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Brand New Bedroom Near D line&Maimonides Hospital,Brooklyn,4.84,6689,38,4.8,4.7,5.0,4.7,4.9,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Modern Luxury 1BR/2BA APT w/ balcony& Self-Checkin,Brooklyn,4.88,18154,8,5.0,4.8,5.0,4.9,5.0,5.0,4.0,0,0,0,1,0,0,1,0,1,0
"Private Studio in Bay Ridge, NYC Brownstone",Brooklyn,4.91,16576,33,4.7,5.0,4.9,4.7,4.9,5.0,2.0,0,0,1,0,0,0,1,0,0,0
Spacious Room-5min to Ocean-Brighton Beach,Brooklyn,5.0,11218,11,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0
Delightful waterfront cottage @ Yacht,Brooklyn,4.41,35231,41,4.7,3.8,4.8,4.3,4.3,4.8,10.0,0,0,0,0,0,0,1,0,0,0
3 bedroom 2 bath house Bergen beach Brooklyn,Brooklyn,4.59,26243,44,4.6,4.6,4.6,4.6,4.6,4.9,8.0,0,1,0,1,0,0,1,1,1,0
Very close to Downtown Awesome Room,Brooklyn,4.85,15746,109,4.8,4.8,4.9,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,0,0,0
Spacious 2 bd 2 bth apt 45 min from Time Sq sleep6,Brooklyn,4.75,22538,4,4.5,5.0,5.0,5.0,5.0,4.5,6.0,0,1,0,0,0,0,1,0,0,0
Lovely 1 bedroom rental unit in Brooklyn,Brooklyn,4.5,9263,10,4.5,4.5,4.9,4.5,4.5,4.8,3.0,0,1,1,0,0,0,1,0,1,0
"Lovely 2 bedroom condo, newly renovated!",Brooklyn,4.69,19918,32,4.6,4.7,4.8,4.7,4.8,4.9,4.0,0,0,0,1,0,0,1,1,1,0
1 bedroom nice quite lower level apartment,Brooklyn,4.42,6175,31,4.0,4.4,4.5,4.3,4.3,4.5,2.0,0,1,0,0,0,1,0,0,1,0
Welcome to the chill spot 420 friendly,Brooklyn,4.63,11321,8,4.5,4.8,4.8,4.9,4.9,4.9,2.0,0,0,0,1,0,0,0,0,1,0
FALL BACK TO GREENPOINT,Brooklyn,5.0,11835,24,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,1,0,0,1,1,0,0,0
Greenpoint Brooklyn Modern Charm,Brooklyn,4.91,16981,161,4.8,4.9,4.9,4.8,4.9,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Penthouse Suite w/ Private Terrace & Skyline view!,Brooklyn,5.0,24295,15,4.9,5.0,5.0,4.9,5.0,5.0,3.0,0,1,1,0,0,0,1,0,1,0
❤️ Private Greenpoint Studio-Room (Monthly Rental),Brooklyn,4.7,14408,10,5.0,4.4,5.0,4.9,4.9,5.0,1.0,0,1,1,0,0,0,1,0,0,0
Charming Furnished Private Room,Brooklyn,4.91,6689,157,5.0,4.8,5.0,4.9,4.9,4.9,1.0,0,1,0,0,0,1,0,0,0,0
Central Williamsburg Bedford Room,Brooklyn,4.77,9118,13,5.0,4.6,5.0,4.7,4.8,4.8,1.0,0,0,1,0,0,0,1,0,1,0
Scandinavian Serenity Loft,Brooklyn,4.92,17496,25,5.0,4.7,5.0,4.8,4.9,4.9,2.0,1,1,0,1,0,0,1,0,0,0
"The Greenpoint Outpost  — Cozy, Designer Nook",Brooklyn,5.0,21098,7,5.0,4.3,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Brooklyn Factory Loft,Brooklyn,4.85,36020,74,5.0,4.9,4.9,4.6,4.9,4.8,2.0,1,1,1,0,0,0,1,0,0,0
Modern Apt in Townhouse in Williamsburg prime!,Brooklyn,4.92,14408,38,4.9,5.0,5.0,4.5,5.0,5.0,4.0,0,1,1,0,0,0,1,1,0,0
Artist Sanctuary - BrooklynZen,Brooklyn,5.0,15437,3,5.0,4.3,5.0,4.7,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Tailored Studio in Williamsburg BK,Brooklyn,4.85,15334,268,4.8,5.0,5.0,4.8,4.9,5.0,2.0,0,0,1,0,0,0,0,0,0,0
Truly Amazing Oasis In The City,Brooklyn,4.93,18268,179,5.0,4.9,5.0,4.8,4.9,4.9,4.0,0,1,1,0,0,0,1,0,1,0
Williamsburg Urban Haven,Brooklyn,4.73,15437,171,5.0,4.7,5.0,4.7,4.8,5.0,3.0,1,1,1,0,0,0,1,0,1,0
Incredible studio with private backyard.,Brooklyn,4.58,14408,67,4.8,4.5,4.8,4.5,4.5,4.7,3.0,1,1,1,0,0,1,1,0,0,0
Spacious 1BR apartment with city views,Brooklyn,4.86,39108,7,5.0,5.0,5.0,4.9,4.9,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Zen Cozy Clean Williamsburg Oasis - best location,Brooklyn,4.94,20069,53,5.0,4.9,4.9,4.8,5.0,4.8,2.0,0,1,0,1,0,0,1,0,0,0
Amazing room # 1,Brooklyn,4.63,5369,27,4.9,4.7,4.9,4.6,4.6,4.9,1.0,0,1,1,0,0,0,1,0,1,0
"Cozy 1 Bedroom rental unit in Greenpoint, Brooklyn",Brooklyn,5.0,14923,4,5.0,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Furnished privte room,Brooklyn,4.82,7256,138,4.9,4.8,4.9,4.8,4.8,4.9,1.0,0,1,0,0,0,1,1,0,0,0
Gorgeous Luxe Sunny Park Facing Williamsburg Condo,Brooklyn,4.98,38593,61,4.8,4.9,5.0,4.8,5.0,5.0,2.0,0,1,0,1,0,0,1,1,0,0
"Beautiful Lofty Apt,  Heart of Williamsburg, BK",Brooklyn,4.91,30360,57,5.0,4.9,5.0,4.8,5.0,4.7,4.0,0,1,1,0,0,0,1,0,1,0
Super cute 1 bedroom with balcony,Brooklyn,4.83,17496,6,5.0,4.5,5.0,4.5,4.8,4.8,4.0,0,0,1,0,0,0,1,1,1,0
Spacious and Serene East Williamsburg Apartment,Brooklyn,4.93,19502,68,5.0,4.9,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
"amazing, Williamsburg, super clean, prime location",Brooklyn,4.5,14923,10,4.9,4.2,4.9,4.6,4.7,4.8,3.0,0,1,1,0,0,1,1,0,0,0
Garden 2BR 2BA in the heart of Greenpoint Brooklyn,Brooklyn,4.5,23207,4,5.0,4.0,5.0,4.2,4.2,5.0,4.0,1,1,0,0,0,0,1,1,1,0
Prime Location Williamsburg Studio on Bedford Ave.,Brooklyn,5.0,20583,20,5.0,4.8,4.8,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Your Very Own Williamsburg Apt!,Brooklyn,4.88,20069,41,4.8,4.8,5.0,4.7,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Double Room at Williamsburg prime location,Brooklyn,4.75,12556,24,5.0,4.9,5.0,4.8,4.8,5.0,2.0,0,0,1,0,0,0,1,0,1,0
❤️ Sunny Greenpoint Room *Great Location (Monthly),Brooklyn,4.71,9263,17,4.9,4.3,4.9,4.8,4.9,4.9,1.0,0,1,1,0,0,0,1,0,0,0
Big and Warm Apt in heart of Williamsburg,Brooklyn,4.86,16072,8,5.0,4.9,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,1,1,0,1,0
Lofted Bed in Brooklyn Bunkroom for Men,Brooklyn,4.73,4631,37,4.7,4.6,4.7,4.7,4.6,4.7,1.0,1,1,0,0,0,1,1,0,0,0
"Cozy, clean Greenpoint room with yard access",Brooklyn,4.15,5763,40,4.8,3.6,4.2,4.2,4.3,4.5,1.0,0,1,0,0,1,1,1,0,0,0
"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",Brooklyn,4.68,6844,79,5.0,4.6,4.9,4.7,4.7,4.7,1.0,0,0,1,0,0,0,1,0,0,0
NYC Boho Chic Studio @ W'burg Lorimer Subway Stop,Brooklyn,4.72,12041,47,4.9,4.6,4.9,4.8,4.7,4.9,2.0,0,1,0,0,0,0,1,0,1,0
"Luxury Williamsburg, Brooklyn LOFT",Brooklyn,4.82,25729,282,5.0,4.7,4.9,4.7,4.8,4.8,5.0,1,1,1,0,0,0,1,1,0,0
Your Home with View in Greenpoint!,Brooklyn,4.99,29331,70,4.9,5.0,5.0,4.8,5.0,4.9,2.0,0,1,1,0,0,1,1,0,0,0
"Sunny, private room in prime Williamsburg",Brooklyn,5.0,9777,3,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,1,0,0,0,0,1,0,1,0
Williamsburg/Greenpoint Townhome Design Apartment,Brooklyn,4.92,33653,101,4.9,4.9,4.9,4.9,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Prime Artist Loft &  Exposed Brick,Brooklyn,4.88,24604,241,5.0,4.9,5.0,4.7,4.9,4.8,3.0,0,0,1,0,0,0,1,0,1,0
Entire Garden Apartment in Williamsburg,Brooklyn,5.0,25729,57,5.0,5.0,5.0,4.8,5.0,5.0,2.0,1,0,0,1,0,0,1,0,1,0
Greenpoint Place...Has It All!,Brooklyn,4.82,10189,179,4.8,4.9,4.9,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
"Lovely 1-Bedroom Unit in Greenpoint, Brooklyn",Brooklyn,4.8,14408,5,4.6,5.0,4.8,4.8,4.8,5.0,2.0,0,1,1,0,0,0,1,0,1,0
1BR in huge 3BR+outdoor area (1of2)! NWilliamsburg,Brooklyn,5.0,8748,4,5.0,4.5,5.0,4.8,4.8,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Middle Bunk in Brooklyn Bunkroom for Men,Brooklyn,4.9,3602,21,5.0,4.8,5.0,4.9,4.9,4.9,1.0,1,1,1,0,0,1,0,0,0,0
❤️ Greenpoint Studio *Excellent Location *Monthly,Brooklyn,4.59,19760,33,4.8,4.0,4.8,4.3,4.7,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Williamsburg/Greenpoint Suite,Brooklyn,4.85,18415,55,4.8,4.8,5.0,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,0,0,0
Williamsburg unique well design apt on Bedford Ave,Brooklyn,4.92,26435,36,5.0,4.9,5.0,4.8,4.8,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Chic Private Suite & Bath - 8 mins to Manhattan!,Brooklyn,4.79,18014,38,4.6,4.8,4.9,4.8,4.8,4.8,2.0,0,0,1,0,0,0,1,0,1,0
New Modern One Bed with Stunning City Views,Brooklyn,5.0,28919,4,5.0,5.0,4.8,4.2,5.0,5.0,2.0,0,1,0,1,0,0,1,0,0,0
Luxury Williamsburg 2-Story Apartment w/ Patio,Brooklyn,4.91,35893,35,5.0,4.9,4.9,4.8,4.8,4.8,3.0,0,0,1,0,0,0,1,0,0,0
Bright + Stylish 1-BR in Williamsburg/Greenpoint,Brooklyn,5.0,23671,5,4.4,5.0,5.0,4.8,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
1br loft: Cleaning CDC guidelines implemented.,Brooklyn,4.67,17393,6,4.8,4.7,5.0,4.8,5.0,5.0,4.0,0,1,1,0,0,0,1,1,0,0
"Sun-soaked, 1 bedroom in the heart of Williamsburg",Brooklyn,4.72,22641,39,5.0,4.5,4.8,4.5,4.7,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Private room in Manhattan View Artistic Loft,Brooklyn,5.0,18525,10,4.9,5.0,5.0,4.7,5.0,5.0,1.0,0,1,0,0,0,0,1,0,0,0
"It's ""THAT DREAM HOUSE"" in Williamsburg",Brooklyn,4.85,39314,22,4.9,4.7,5.0,4.8,4.8,5.0,4.0,0,1,0,0,0,0,1,1,1,0
One station from Manhattan Bedford,Brooklyn,4.47,14254,67,4.9,4.6,4.5,4.4,4.6,4.8,2.0,1,1,0,0,0,1,1,0,0,0
Bright room w/ private bathroom in Williamsburg,Brooklyn,5.0,13585,5,5.0,4.8,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,1,1,0
Brooklyn NYC! #3,Brooklyn,4.28,9263,18,4.8,4.7,4.7,4.3,4.6,4.9,2.0,0,1,1,0,0,0,1,0,0,0
Spacious Loft: Cleaning CDC guidelines implemented,Brooklyn,4.78,15334,9,4.4,4.9,4.8,4.6,4.9,4.9,4.0,0,1,1,0,0,0,1,1,1,0
Studio Loft: Cleaning CDC guidelines implemented,Brooklyn,5.0,15334,9,4.7,5.0,4.9,4.4,5.0,5.0,2.0,0,1,1,0,0,0,1,1,0,0
Dream BK duplex HUGE private deck PRIME Wburg,Brooklyn,4.94,46312,20,5.0,4.8,4.9,4.8,4.9,4.9,4.0,0,1,1,0,0,0,1,1,1,0
2BR/2Bath: Cleaning CDC guidelines implemented,Brooklyn,5.0,20480,4,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0,1,1,0,0,0,1,1,1,0
PRIME Williamsburg spacious duplex w/ yard,Brooklyn,4.94,24185,17,5.0,4.9,4.9,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,1,1,0
Cozy stylish studio near Bedford ave Williamsburg,Brooklyn,4.5,18243,4,4.8,4.2,4.5,4.0,4.5,4.5,2.0,0,1,1,0,0,0,1,0,1,0
Flex 2br: Cleaning CDC guidelines implemented,Brooklyn,5.0,17393,7,4.8,5.0,5.0,4.8,5.0,5.0,4.0,0,1,1,0,0,0,1,1,0,0
Art & Design Private Oasis in Prime Williamsburg,Brooklyn,5.0,38593,15,5.0,4.9,5.0,4.7,5.0,5.0,3.0,0,1,0,1,0,0,1,1,1,0
"Big sunny room, prime location!",Brooklyn,4.66,9311,109,4.8,4.4,4.9,4.5,4.6,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Flex 2br Loft: Cleaning CDC guidelines implemented,Brooklyn,4.86,16364,7,4.9,4.9,4.7,4.7,5.0,5.0,4.0,0,1,1,0,0,0,1,1,0,0
Spacious Loft 5 min to Union Square,Brooklyn,4.55,6175,161,4.9,4.6,4.7,4.5,4.6,4.6,2.0,0,1,0,0,0,0,1,1,0,0
First floor #7,Brooklyn,4.73,8532,11,4.9,4.7,4.8,4.8,4.7,4.9,2.0,0,1,0,0,0,0,1,0,0,1
Brooklyn PARADISE,Brooklyn,4.33,16466,3,5.0,4.0,4.7,3.7,4.3,4.7,2.0,0,1,0,0,0,0,1,0,1,0
Designer Williamsburg Apt with Terrace,Brooklyn,4.95,19554,243,4.9,5.0,5.0,4.8,5.0,4.9,2.0,0,1,1,0,0,0,1,0,0,0
Georgeous Appartment in the heart of Williamsburg,Brooklyn,4.51,23671,41,5.0,4.5,4.7,4.4,4.6,4.8,2.0,1,1,0,0,0,1,1,0,1,0
"2 floor, 2 bedroom modern apartment. 2 outdoors!",Brooklyn,4.67,24700,3,5.0,4.3,4.7,5.0,5.0,5.0,3.0,1,1,0,0,0,0,1,0,1,0
Williamsburg-Brooklyn -Studio,Brooklyn,4.78,14065,117,4.9,4.9,5.0,4.7,4.9,4.9,2.0,1,1,1,0,0,0,0,1,0,0
McCarren Park 1-Bedroom,Brooklyn,4.91,29691,11,5.0,4.7,5.0,4.9,5.0,5.0,4.0,0,1,0,0,0,0,1,0,1,0
Flex 2BR Loft: Cleaning CDC guidelines implemented,Brooklyn,4.9,17393,10,4.6,5.0,4.9,4.5,4.7,5.0,4.0,0,1,1,0,0,0,1,1,0,0
1br w/CV: Cleaning CDC guidelines implemented,Brooklyn,4.63,17393,8,4.1,4.9,4.8,4.1,4.9,4.6,4.0,0,1,1,0,0,0,1,1,0,0
Flex 2br: Cleaning CDC guidelines implemented,Brooklyn,5.0,17393,3,4.3,5.0,5.0,4.0,5.0,5.0,4.0,0,1,1,0,0,0,1,1,1,0
Brand New Modern Chic in the heart of Williamsburg,Brooklyn,4.93,30875,119,5.0,5.0,5.0,4.9,5.0,5.0,3.0,1,1,1,0,0,0,1,0,0,0
2BR Flex Loft: Cleaning CDC guidelines implemented,Brooklyn,4.75,18422,12,4.5,4.9,4.8,4.2,4.7,4.9,4.0,0,1,1,0,0,0,1,1,1,0
Family room #5,Brooklyn,4.5,11835,5,5.0,4.5,5.0,4.2,4.5,4.5,2.0,1,1,1,0,0,0,1,0,1,0
2BR XL Loft: Cleaning CDC guidelines implemented,Brooklyn,4.92,20480,13,4.6,5.0,4.9,4.9,4.8,4.9,6.0,0,1,1,0,0,0,1,1,0,0
Stylish studio next to Domino Park,Brooklyn,4.69,23712,16,4.9,4.6,4.9,4.7,4.7,4.7,2.0,0,0,1,0,0,0,1,0,0,0
Luxury Greenpoint Waterfront Studio,Brooklyn,4.8,20274,15,5.0,4.4,4.9,4.9,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Penthouse 1 Bedroom/Bath+Terrace Williamsburg,Brooklyn,5.0,23640,17,5.0,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Studio Loft - Cleaning CDC guidelines implemented,Brooklyn,4.75,15334,4,5.0,5.0,4.8,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,1,1,0
Triplex Penthouse in New York,Brooklyn,4.87,30875,45,4.8,4.8,5.0,4.7,4.9,5.0,6.0,0,1,1,0,0,0,1,0,1,0
Bright Beautiful Brooklyn,Brooklyn,4.86,10292,7,4.9,4.6,4.9,4.9,4.9,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Beautiful Sunny Modern Condo in Trendy Greenpoint,Brooklyn,5.0,25729,4,5.0,5.0,5.0,4.0,4.5,5.0,2.0,0,0,1,0,0,0,1,0,0,0
Studio Loft: Cleaning CDC guidelines implemented,Brooklyn,5.0,15334,5,4.8,5.0,5.0,4.6,5.0,5.0,2.0,0,1,1,0,0,0,1,1,1,0
Cozy private room in Williamsburg,Brooklyn,4.48,15437,31,4.6,4.3,4.7,4.5,4.5,4.7,2.0,0,1,0,0,0,1,1,0,1,0
Huge Oasis in Heart of Williamsburg,Brooklyn,4.7,20583,10,5.0,4.9,5.0,4.6,4.9,5.0,2.0,0,1,0,0,0,1,1,0,1,0
"Beautiful, sunlit loft one bedroom w high ceilings",Brooklyn,5.0,28713,3,5.0,5.0,5.0,4.7,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Williamsburg ground zero apartment,Brooklyn,5.0,23671,24,5.0,5.0,4.9,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
3 Bedroom w Outdoor Space in Brooklyn,Brooklyn,5.0,43070,3,5.0,5.0,4.7,5.0,5.0,5.0,6.0,0,1,0,0,0,1,1,0,0,0
1BR Loft - Cleaning CDC guidelines implemented,Brooklyn,4.87,17393,15,4.3,4.9,4.9,4.5,4.9,5.0,4.0,0,1,1,0,0,0,1,1,1,0
Studio Deluxe: Cleaning CDC guidelines implemented,Brooklyn,4.95,15334,19,4.9,5.0,5.0,4.7,5.0,4.9,4.0,0,1,1,0,0,0,1,1,0,0
large room In Williamsburg (lots of light)!,Brooklyn,4.8,9311,15,4.9,4.7,4.9,4.9,4.9,4.7,2.0,0,1,0,0,0,0,1,1,1,0
Williamsburg 2BR 2BA Hotel Condo,Brooklyn,5.0,25729,12,5.0,4.9,4.8,4.8,5.0,4.8,2.0,0,1,1,0,0,0,1,1,0,0
First floor #6,Brooklyn,4.76,12864,17,4.8,4.5,5.0,4.7,4.9,4.9,2.0,1,1,1,0,0,1,1,0,0,0
Lovely Williamsburg Living Room Interior Guest Bed,Brooklyn,4.86,9623,37,4.9,4.4,4.9,4.8,4.8,4.9,2.0,0,1,0,0,0,1,1,0,0,0
Studio Loft: Cleaning CDC guidelines implemented,Brooklyn,5.0,15334,3,5.0,5.0,5.0,4.7,5.0,4.7,2.0,0,1,1,0,0,0,1,1,0,0
Peaceful Greenpoint Bedroom,Brooklyn,4.71,12453,7,4.9,4.4,5.0,4.4,4.9,5.0,2.0,0,1,0,0,1,0,1,0,1,0
